Code,Area,Year,Qualifications of working age population (16-64),number,denominator,percent,confidence
E09000015,Harrow,2011,NVQ1 only,10600,"155,800",6.8,2
E09000016,Havering,2011,NVQ1 only,"28,500","150,100",19,3.6
E09000017,Hillingdon,2011,NVQ1 only,"23,800","181,100",13.1,2.8
E09000018,Hounslow,2011,NVQ1 only,"18,700","174,700",10.7,2.4
E09000019,Islington,2011,NVQ1 only,"12,500","152,500",8.2,2.2
E09000020,Kensington and Chelsea,2011,NVQ1 only,7200,"113,200",6.4,1.9
E09000021,Kingston upon Thames,2011,NVQ1 only,"13,400","108,700",12.3,2.8
E09000022,Lambeth,2011,NVQ1 only,"12,200","221,800",5.5,1.9
E09000023,Lewisham,2011,NVQ1 only,"15,200","193,800",7.9,2.3
E09000024,Merton,2011,NVQ1 only,"14,500","136,100",10.6,2.4
E09000025,Newham,2011,NVQ1 only,"21,800","216,600",10.1,2.2
E09000026,Redbridge,2011,NVQ1 only,"15,700","181,000",8.7,2.2
E09000027,Richmond upon Thames,2011,NVQ1 only,"9,800","124,900",7.8,2.4
E09000028,Southwark,2011,NVQ1 only,"14,000","210,800",6.6,2
E09000029,Sutton,2011,NVQ1 only,"16,400","123,100",13.3,3
E09000030,Tower Hamlets,2011,NVQ1 only,"16,700","185,300",9,2.1
E09000031,Waltham Forest,2011,NVQ1 only,"19,800","176,200",11.2,2.5
E09000032,Wandsworth,2011,NVQ1 only,"17,400","224,900",7.8,2.4
E09000033,Westminster,2011,NVQ1 only,"10,000","160,800",6.2,1.9
E12000001,North East,2011,NVQ1 only,"228,700","1,655,300",13.8,0.6
E12000002,North West,2011,NVQ1 only,"613,400","4,478,300",13.7,0.4
E12000003,Yorkshire and The Humber,2011,NVQ1 only,"487,200","3,345,500",14.6,0.6
E12000004,East Midlands,2011,NVQ1 only,"399,500","2,861,200",14,0.7
E12000005,West Midlands,2011,NVQ1 only,"496,400","3,496,700",14.2,0.6
E12000006,East,2011,NVQ1 only,"558,400","3,651,900",15.3,0.6
E12000007,London,2011,NVQ1 only,"546,400","5,583,900",9.8,0.4
E12000008,South East,2011,NVQ1 only,"717,700","5,395,500",13.3,0.5
E12000009,South West,2011,NVQ1 only,445900,"3,245,700",13.7,0.6
E92000001,England,2011,NVQ1 only,"4,493,600","33,713,800",13.3,0.2
W92000004,Wales,2011,NVQ1 only,"243,200","1,916,600",12.7,0.5
S92000003,Scotland,2011,NVQ1 only,"334,600","3,409,600",9.8,0.4
N92000002,Northern Ireland,2011,NVQ1 only,"125,900","1,137,800",11.1,1
K04000001,England and Wales,2011,NVQ1 only,"4,736,900","35,630,400",13.3,0.2
K03000001,Great Britain,2011,NVQ1 only,"5,071,400","39,040,000",13,0.2
K02000001,United Kingdom,2011,NVQ1 only,"5,197,300","40,177,700",12.9,0.2
E09000001,City of London,2011,with other qualifications,!,"2,100",!,!
E09000002,Barking and Dagenham,2011,with other qualifications,"13,600","118,200",11.5,2.6
E09000003,Barnet,2011,with other qualifications,"21,700","230,800",9.4,2.5
E09000004,Bexley,2011,with other qualifications,"10,200","145,000",7,2.2
E09000005,Brent,2011,with other qualifications,"45,700","217,600",21,3.8
E09000006,Bromley,2011,with other qualifications,"10,400","197,000",5.3,1.9
E09000007,Camden,2011,with other qualifications,"10,300","156,900",6.5,2.2
E09000008,Croydon,2011,with other qualifications,"21,600","238,400",9.1,2.5
E09000009,Ealing,2011,with other qualifications,"22,400","226,100",9.9,2.7
E09000010,Enfield,2011,with other qualifications,"24,100","201,800",11.9,2.6
E09000011,Greenwich,2011,with other qualifications,"14,500","166,900",8.7,2.2
E09000012,Hackney,2011,with other qualifications,"14,900","177,800",8.4,2.2
E09000013,Hammersmith and Fulham,2011,with other qualifications,"9,900","134,500",7.4,2
E09000014,Haringey,2011,with other qualifications,"21,400","179,400",11.9,2.8
E09000015,Harrow,2011,with other qualifications,"21,000","155,800",13.5,2.8
E09000016,Havering,2011,with other qualifications,"11,500","150,100",7.7,2.5
E09000017,Hillingdon,2011,with other qualifications,"19,600","181,100",10.8,2.5
E09000018,Hounslow,2011,with other qualifications,"15,000","174,700",8.6,2.2
E09000019,Islington,2011,with other qualifications,"9,900","152,500",6.5,2
E09000020,Kensington and Chelsea,2011,with other qualifications,"8,500","113,200",7.5,2.1
E09000021,Kingston upon Thames,2011,with other qualifications,"6,800","108,700",6.2,2.1
E09000022,Lambeth,2011,with other qualifications,"17,300","221,800",7.8,2.2
E09000023,Lewisham,2011,with other qualifications,"16,700","193,800",8.6,2.4
E09000024,Merton,2011,with other qualifications,"15,500","136,100",11.4,2.5
E09000025,Newham,2011,with other qualifications,"35,200","216,600",16.3,2.7
E09000026,Redbridge,2011,with other qualifications,"20,900","181,000",11.6,2.5
E09000027,Richmond upon Thames,2011,with other qualifications,"8,800","124,900",7,2.3
E09000028,Southwark,2011,with other qualifications,"17,500","210,800",8.3,2.2
E09000029,Sutton,2011,with other qualifications,"10,700","123,100",8.7,2.5
E09000030,Tower Hamlets,2011,with other qualifications,"17,100","185,300",9.2,2.2
E09000031,Waltham Forest,2011,with other qualifications,"20,800","176,200",11.8,2.6
E09000032,Wandsworth,2011,with other qualifications,"13,500","224,900",6,2.1
E09000033,Westminster,2011,with other qualifications,"13,500","160,800",8.4,2.2
E12000001,North East,2011,with other qualifications,"88,200","1,655,300",5.3,0.4
E12000002,North West,2011,with other qualifications,"271,700","4,478,300",6.1,0.3
E12000003,Yorkshire and The Humber,2011,with other qualifications,"237,100","3,345,500",7.1,0.4
E12000004,East Midlands,2011,with other qualifications,"186,100","2,861,200",6.5,0.5
E12000005,West Midlands,2011,with other qualifications,"262,800","3,496,700",7.5,0.4
E12000006,East,2011,with other qualifications,"241,900","3,651,900",6.6,0.4
E12000007,London,2011,with other qualifications,"541,700","5,583,900",9.7,0.4
E12000008,South East,2011,with other qualifications,"298,300","5,395,500",5.5,0.3
E12000009,South West,2011,with other qualifications,"184,900","3,245,700",5.7,0.4
E92000001,England,2011,with other qualifications,"2,312,800","33,713,800",6.9,0.1
W92000004,Wales,2011,with other qualifications,123100,"1,916,600",6.4,0.3
S92000003,Scotland,2011,with other qualifications,"214,000","3,409,600",6.3,0.3
N92000002,Northern Ireland,2011,with other qualifications,"64,800","1,137,800",5.7,0.7
K04000001,England and Wales,2011,with other qualifications,"2,435,900","35,630,400",6.8,0.1
K03000001,Great Britain,2011,with other qualifications,"2,649,900","39,040,000",6.8,0.1
K02000001,United Kingdom,2011,with other qualifications,"2,714,700","40,177,700",6.8,0.1
E09000001,City of London,2011,with no qualifications,!,"2,100",!,!
E09000002,Barking and Dagenham,2011,with no qualifications,"16,400","118,200",13.9,2.8
E09000003,Barnet,2011,with no qualifications,"14,000","230,800",6.1,2.1
E09000004,Bexley,2011,with no qualifications,"12,500","145,000",8.6,2.4
E09000005,Brent,2011,with no qualifications,"24,400","217,600",11.2,2.9
E09000006,Bromley,2011,with no qualifications,"14,700","197,000",7.5,2.3
E09000007,Camden,2011,with no qualifications,"13,400","156,900",8.5,2.5
E09000008,Croydon,2011,with no qualifications,"21,300","238,400",8.9,2.5
E09000009,Ealing,2011,with no qualifications,"25,100","226,100",11.1,2.8
E09000010,Enfield,2011,with no qualifications,"17,500","201,800",8.7,2.3
E09000011,Greenwich,2011,with no qualifications,"17,900","166,900",10.7,2.4
E09000012,Hackney,2011,with no qualifications,"21,800","177,800",12.3,2.6
E09000013,Hammersmith and Fulham,2011,with no qualifications,"15,100","134,500",11.2,2.4
E09000014,Haringey,2011,with no qualifications,"13,800","179,400",7.7,2.3
E09000015,Harrow,2011,with no qualifications,"11,600","155,800",7.5,2.1
E09000016,Havering,2011,with no qualifications,"16,900","150,100",11.3,2.9
E09000017,Hillingdon,2011,with no qualifications,"17,700","181,100",9.8,2.4
E09000018,Hounslow,2011,with no qualifications,"14,100","174,700",8.1,2.1
E09000019,Islington,2011,with no qualifications,"15,400","152,500",10.1,2.4
E09000020,Kensington and Chelsea,2011,with no qualifications,"8,200","113,200",7.3,2
E09000021,Kingston upon Thames,2011,with no qualifications,"8,100","108,700",7.4,2.2
E09000022,Lambeth,2011,with no qualifications,"23,600","221,800",10.6,2.6
E09000023,Lewisham,2011,with no qualifications,"19,500","193,800",10.1,2.6
E09000024,Merton,2011,with no qualifications,"7,100","136,100",5.2,1.8
E09000025,Newham,2011,with no qualifications,"29,500","216,600",13.6,2.5
E09000026,Redbridge,2011,with no qualifications,"22,000","181,000",12.1,2.5
E09000027,Richmond upon Thames,2011,with no qualifications,"5,100","124,900",4.1,1.8
E09000028,Southwark,2011,with no qualifications,"21,600","210,800",10.3,2.5
E09000029,Sutton,2011,with no qualifications,"6,400","123,100",5.2,1.9
E09000030,Tower Hamlets,2011,with no qualifications,"25,700","185,300",13.9,2.6
E09000031,Waltham Forest,2011,with no qualifications,"19,800","176,200",11.3,2.5
E09000032,Wandsworth,2011,with no qualifications,"12,500","224,900",5.6,2.1
E09000033,Westminster,2011,with no qualifications,"11,000","160,800",6.8,2
E12000001,North East,2011,with no qualifications,"204,600","1,655,300",12.4,0.6
E12000002,North West,2011,with no qualifications,"541,700","4,478,300",12.1,0.4
E12000003,Yorkshire and The Humber,2011,with no qualifications,"405,500","3,345,500",12.1,0.5
E12000004,East Midlands,2011,with no qualifications,"331,200","2,861,200",11.6,0.6
E12000005,West Midlands,2011,with no qualifications,"490,400","3,496,700",14,0.6
E12000006,East,2011,with no qualifications,"351,600","3,651,900",9.6,0.5
E12000007,London,2011,with no qualifications,"523,800","5,583,900",9.4,0.4
E12000008,South East,2011,with no qualifications,"426,600","5,395,500",7.9,0.4
E12000009,South West,2011,with no qualifications,"259,100","3,245,700",8,0.4
E92000001,England,2011,with no qualifications,"3,534,300","33,713,800",10.5,0.2
W92000004,Wales,2011,with no qualifications,"237,200","1,916,600",12.4,0.5
S92000003,Scotland,2011,with no qualifications,"399,400","3,409,600",11.7,0.4
N92000002,Northern Ireland,2011,with no qualifications,243300,"1,137,800",21.4,1.2
K04000001,England and Wales,2011,with no qualifications,"3,771,500","35,630,400",10.6,0.1
K03000001,Great Britain,2011,with no qualifications,"4,170,900","39,040,000",10.7,0.1
K02000001,United Kingdom,2011,with no qualifications,"4,414,200","40,177,700",11,0.1
E09000001,City of London,2012,NVQ4+,"1,700","2,200",78.2,*
E09000002,Barking and Dagenham,2012,NVQ4+,"31,000","119,600",25.9,3.5
E09000003,Barnet,2012,NVQ4+,"117,600","237,600",49.5,4.4
E09000004,Bexley,2012,NVQ4+,"41,400","146,700",28.2,4.1
E09000005,Brent,2012,NVQ4+,"85,300","214,200",39.8,3.9
E09000006,Bromley,2012,NVQ4+,"87,400","198,000",44.1,4
E09000007,Camden,2012,NVQ4+,"94,600","158,900",59.5,4.1
E09000008,Croydon,2012,NVQ4+,"95,300","238,200",40,4.3
E09000009,Ealing,2012,NVQ4+,"104,600","230,300",45.4,4
E09000010,Enfield,2012,NVQ4+,"73,300","203,900",35.9,4.1
E09000011,Greenwich,2012,NVQ4+,"73,200","173,900",42.1,4.1
E09000012,Hackney,2012,NVQ4+,"85,200","180,500",47.2,3.9
E09000013,Hammersmith and Fulham,2012,NVQ4+,"77,200","131,200",58.8,3.9
E09000014,Haringey,2012,NVQ4+,"94,500","181,500",52.1,4.3
E09000015,Harrow,2012,NVQ4+,"73,200","157,000",46.6,3.9
E09000016,Havering,2012,NVQ4+,"31,000","151,400",20.5,3.7
E09000017,Hillingdon,2012,NVQ4+,"66,300","185,300",35.8,4.2
E09000018,Hounslow,2012,NVQ4+,"82,800","176,000",47.1,4.2
E09000019,Islington,2012,NVQ4+,"90,900","158,100",57.5,4.3
E09000020,Kensington and Chelsea,2012,NVQ4+,"68,200","110,000",62,3.7
E09000021,Kingston upon Thames,2012,NVQ4+,"54,900","110,300",49.8,4.3
E09000022,Lambeth,2012,NVQ4+,"125,300","228,700",54.8,4.5
E09000023,Lewisham,2012,NVQ4+,"108,500","196,300",55.3,4.2
E09000024,Merton,2012,NVQ4+,"65,600","136,600",48,3.9
E09000025,Newham,2012,NVQ4+,"84,300","217,000",38.8,3.7
E09000026,Redbridge,2012,NVQ4+,"79,700","184,000",43.3,3.9
E09000027,Richmond upon Thames,2012,NVQ4+,"78,000","125,900",62,4.3
E09000028,Southwark,2012,NVQ4+,"118,200","213,600",55.3,4
E09000029,Sutton,2012,NVQ4+,"49,300","125,100",39.5,4.4
E09000030,Tower Hamlets,2012,NVQ4+,"94,200","190,600",49.4,3.9
E09000031,Waltham Forest,2012,NVQ4+,"72,600","175,900",41.3,4.2
E09000032,Wandsworth,2012,NVQ4+,"148,100","224,500",66,4.1
E09000033,Westminster,2012,NVQ4+,"101,100","164,400",61.5,3.7
E12000001,North East,2012,NVQ4+,"442,800","1,653,600",26.8,0.8
E12000002,North West,2012,NVQ4+,"1,354,600","4,484,000",30.2,0.6
E12000003,Yorkshire and The Humber,2012,NVQ4+,"988,100","3,362,300",29.4,0.7
E12000004,East Midlands,2012,NVQ4+,"828,900","2,875,300",28.8,0.9
E12000005,West Midlands,2012,NVQ4+,"972,600","3,512,200",27.7,0.7
E12000006,East,2012,NVQ4+,"1,200,500","3,666,000",32.7,0.8
E12000007,London,2012,NVQ4+,"2,654,400","5,647,100",47,0.7
E12000008,South East,2012,NVQ4+,"1,994,600","5,427,400",36.8,0.6
E12000009,South West,2012,NVQ4+,"1,111,000","3,264,300",34,0.8
E92000001,England,2012,NVQ4+,"11,547,600","33,892,300",34.1,0.2
W92000004,Wales,2012,NVQ4+,"577,500","1,913,900",30.2,0.6
S92000003,Scotland,2012,NVQ4+,"1,302,400","3,407,600",38.2,0.6
N92000002,Northern Ireland,2012,NVQ4+,"316,300","1,152,300",27.4,1.3
K04000001,England and Wales,2012,NVQ4+,"12,125,100","35,806,200",33.9,0.2
K03000001,Great Britain,2012,NVQ4+,13427500,"39,213,800",34.2,0.2
K02000001,United Kingdom,2012,NVQ4+,"13,743,800","40,366,000",34,0.2
E09000001,City of London,2012,NVQ3 only,!,"2,200",!,!
E09000002,Barking and Dagenham,2012,NVQ3 only,"17,200","119,600",14.4,2.8
E09000003,Barnet,2012,NVQ3 only,"30,000","237,600",12.6,2.9
E09000004,Bexley,2012,NVQ3 only,"28,800","146,700",19.7,3.6
E09000005,Brent,2012,NVQ3 only,"39,600","214,200",18.5,3.1
E09000006,Bromley,2012,NVQ3 only,"34,300","198,000",17.3,3.1
E09000007,Camden,2012,NVQ3 only,"23,600","158,900",14.9,3
E09000008,Croydon,2012,NVQ3 only,"41,900","238,200",17.6,3.3
E09000009,Ealing,2012,NVQ3 only,"31,300","230,300",13.6,2.8
E09000010,Enfield,2012,NVQ3 only,"28,800","203,900",14.1,3
E09000011,Greenwich,2012,NVQ3 only,"26,300","173,900",15.1,3
E09000012,Hackney,2012,NVQ3 only,"17,400","180,500",9.7,2.3
E09000013,Hammersmith and Fulham,2012,NVQ3 only,"16,900","131,200",12.9,2.7
E09000014,Haringey,2012,NVQ3 only,"20,100","181,500",11.1,2.7
E09000015,Harrow,2012,NVQ3 only,"28,100","157,000",17.9,3
E09000016,Havering,2012,NVQ3 only,"28,400","151,400",18.8,3.6
E09000017,Hillingdon,2012,NVQ3 only,"31,600","185,300",17.1,3.3
E09000018,Hounslow,2012,NVQ3 only,"17,800","176,000",10.1,2.5
E09000019,Islington,2012,NVQ3 only,"15,000","158,100",9.5,2.5
E09000020,Kensington and Chelsea,2012,NVQ3 only,"11,300","110,000",10.3,2.3
E09000021,Kingston upon Thames,2012,NVQ3 only,"19,300","110,300",17.5,3.2
E09000022,Lambeth,2012,NVQ3 only,"30,500","228,700",13.3,3.1
E09000023,Lewisham,2012,NVQ3 only,"25,400","196,300",12.9,2.8
E09000024,Merton,2012,NVQ3 only,"23,300","136,600",17.1,3
E09000025,Newham,2012,NVQ3 only,"26,700","217,000",12.3,2.5
E09000026,Redbridge,2012,NVQ3 only,"28,300","184,000",15.4,2.8
E09000027,Richmond upon Thames,2012,NVQ3 only,"18,100","125,900",14.4,3.1
E09000028,Southwark,2012,NVQ3 only,"22,700","213,600",10.6,2.5
E09000029,Sutton,2012,NVQ3 only,"22,700","125,100",18.2,3.5
E09000030,Tower Hamlets,2012,NVQ3 only,"20,800","190,600",10.9,2.4
E09000031,Waltham Forest,2012,NVQ3 only,"20,900","175,900",11.9,2.7
E09000032,Wandsworth,2012,NVQ3 only,"29,300","224,500",13.1,2.9
E09000033,Westminster,2012,NVQ3 only,"22,000","164,400",13.4,2.6
E12000001,North East,2012,NVQ3 only,"296,400","1,653,600",17.9,0.7
E12000002,North West,2012,NVQ3 only,"786,400","4,484,000",17.5,0.5
E12000003,Yorkshire and The Humber,2012,NVQ3 only,"589,900","3,362,300",17.5,0.6
E12000004,East Midlands,2012,NVQ3 only,"546,000","2,875,300",19,0.8
E12000005,West Midlands,2012,NVQ3 only,"617,700","3,512,200",17.6,0.6
E12000006,East,2012,NVQ3 only,"629,600","3,666,000",17.2,0.7
E12000007,London,2012,NVQ3 only,"798,900","5,647,100",14.1,0.5
E12000008,South East,2012,NVQ3 only,"986,200","5,427,400",18.2,0.5
E12000009,South West,2012,NVQ3 only,"613,800","3,264,300",18.8,0.6
E92000001,England,2012,NVQ3 only,"5,864,900","33,892,300",17.3,0.2
W92000004,Wales,2012,NVQ3 only,"336,800","1,913,900",17.6,0.5
S92000003,Scotland,2012,NVQ3 only,"504,800","3,407,600",14.8,0.4
N92000002,Northern Ireland,2012,NVQ3 only,"179,600","1,152,300",15.6,1.1
K04000001,England and Wales,2012,NVQ3 only,"6,201,700","35,806,200",17.3,0.2
K03000001,Great Britain,2012,NVQ3 only,"6,706,400","39,213,800",17.1,0.2
K02000001,United Kingdom,2012,NVQ3 only,"6,886,000","40,366,000",17.1,0.2
E09000001,City of London,2012,Trade Apprenticeships,!,"2,200",!,!
E09000002,Barking and Dagenham,2012,Trade Apprenticeships,"4,000","119,600",3.4,1.5
E09000003,Barnet,2012,Trade Apprenticeships,"2,000","237,600",0.8,*
E09000004,Bexley,2012,Trade Apprenticeships,"5,000","146,700",3.4,1.7
E09000005,Brent,2012,Trade Apprenticeships,"1,700","214,200",0.8,*
E09000006,Bromley,2012,Trade Apprenticeships,"3,500","198,000",1.8,1.1
E09000007,Camden,2012,Trade Apprenticeships,"1,100","158,900",0.7,*
E09000008,Croydon,2012,Trade Apprenticeships,"3,800","238,200",1.6,*
E09000009,Ealing,2012,Trade Apprenticeships,"3,200","230,300",1.4,*
E09000010,Enfield,2012,Trade Apprenticeships,"2,100","203,900",1,*
E09000011,Greenwich,2012,Trade Apprenticeships,"4,400","173,900",2.5,1.3
E09000012,Hackney,2012,Trade Apprenticeships,900,"180,500",0.5,*
E09000013,Hammersmith and Fulham,2012,Trade Apprenticeships,"1,600","131,200",1.2,*
E09000014,Haringey,2012,Trade Apprenticeships,"1,500","181,500",0.8,*
E09000015,Harrow,2012,Trade Apprenticeships,"1,200","157,000",0.7,*
E09000016,Havering,2012,Trade Apprenticeships,"6,800","151,400",4.5,1.9
E09000017,Hillingdon,2012,Trade Apprenticeships,"6,000","185,300",3.2,1.5
E09000018,Hounslow,2012,Trade Apprenticeships,"2,900","176,000",1.7,1.1
E09000019,Islington,2012,Trade Apprenticeships,"2,100","158,100",1.3,*
E09000020,Kensington and Chelsea,2012,Trade Apprenticeships,"1,000","110,000",0.9,*
E09000021,Kingston upon Thames,2012,Trade Apprenticeships,"2,100","110,300",1.9,1.2
E09000022,Lambeth,2012,Trade Apprenticeships,!,"228,700",!,!
E09000023,Lewisham,2012,Trade Apprenticeships,"3,500","196,300",1.8,1.1
E09000024,Merton,2012,Trade Apprenticeships,"2,400","136,600",1.8,1
E09000025,Newham,2012,Trade Apprenticeships,!,"217,000",!,!
E09000026,Redbridge,2012,Trade Apprenticeships,"4,400","184,000",2.4,1.2
E09000027,Richmond upon Thames,2012,Trade Apprenticeships,"2,700","125,900",2.2,1.3
E09000028,Southwark,2012,Trade Apprenticeships,!,"213,600",!,!
E09000029,Sutton,2012,Trade Apprenticeships,"5,000","125,100",4,1.8
E09000030,Tower Hamlets,2012,Trade Apprenticeships,"1,200","190,600",0.6,*
E09000031,Waltham Forest,2012,Trade Apprenticeships,"2,000","175,900",1.1,*
E09000032,Wandsworth,2012,Trade Apprenticeships,"2,000","224,500",0.9,*
E09000033,Westminster,2012,Trade Apprenticeships,"1,700","164,400",1,*
E12000001,North East,2012,Trade Apprenticeships,"80,300","1,653,600",4.9,0.4
E12000002,North West,2012,Trade Apprenticeships,"184,100","4,484,000",4.1,0.3
E12000003,Yorkshire and The Humber,2012,Trade Apprenticeships,"142,300","3,362,300",4.2,0.3
E12000004,East Midlands,2012,Trade Apprenticeships,"114,600","2,875,300",4,0.4
E12000005,West Midlands,2012,Trade Apprenticeships,"105,400","3,512,200",3,0.3
E12000006,East,2012,Trade Apprenticeships,"131,200","3,666,000",3.6,0.3
E12000007,London,2012,Trade Apprenticeships,"84,000","5,647,100",1.5,0.2
E12000008,South East,2012,Trade Apprenticeships,"177,900","5,427,400",3.3,0.2
E12000009,South West,2012,Trade Apprenticeships,"136,100","3,264,300",4.2,0.3
E92000001,England,2012,Trade Apprenticeships,"1,156,000","33,892,300",3.4,0.1
W92000004,Wales,2012,Trade Apprenticeships,"74,000","1,913,900",3.9,0.3
S92000003,Scotland,2012,Trade Apprenticeships,"181,900","3,407,600",5.3,0.3
N92000002,Northern Ireland,2012,Trade Apprenticeships,"64,700","1,152,300",5.6,0.7
K04000001,England and Wales,2012,Trade Apprenticeships,"1,230,000","35,806,200",3.4,0.1
K03000001,Great Britain,2012,Trade Apprenticeships,"1,411,900","39,213,800",3.6,0.1
K02000001,United Kingdom,2012,Trade Apprenticeships,"1,476,600","40,366,000",3.7,0.1
E09000001,City of London,2012,NVQ2 only,!,"2,200",!,!
E09000002,Barking and Dagenham,2012,NVQ2 only,"21,700","119,600",18.1,3.1
E09000003,Barnet,2012,NVQ2 only,29000,"237,600",12.2,2.9
E09000004,Bexley,2012,NVQ2 only,"30,400","146,700",20.7,3.7
E09000005,Brent,2012,NVQ2 only,"26,800","214,200",12.5,2.6
E09000006,Bromley,2012,NVQ2 only,"29,100","198,000",14.7,2.9
E09000007,Camden,2012,NVQ2 only,"13,700","158,900",8.6,2.3
E09000008,Croydon,2012,NVQ2 only,"38,000","238,200",16,3.2
E09000009,Ealing,2012,NVQ2 only,"26,900","230,300",11.7,2.6
E09000010,Enfield,2012,NVQ2 only,"28,500","203,900",14,3
E09000011,Greenwich,2012,NVQ2 only,"27,300","173,900",15.7,3
E09000012,Hackney,2012,NVQ2 only,"23,400","180,500",13,2.6
E09000013,Hammersmith and Fulham,2012,NVQ2 only,"9,300","131,200",7.1,2
E09000014,Haringey,2012,NVQ2 only,"16,500","181,500",9.1,2.5
E09000015,Harrow,2012,NVQ2 only,"19,300","157,000",12.3,2.6
E09000016,Havering,2012,NVQ2 only,"33,600","151,400",22.2,3.8
E09000017,Hillingdon,2012,NVQ2 only,"30,300","185,300",16.4,3.2
E09000018,Hounslow,2012,NVQ2 only,"23,300","176,000",13.2,2.8
E09000019,Islington,2012,NVQ2 only,"12,400","158,100",7.9,2.3
E09000020,Kensington and Chelsea,2012,NVQ2 only,"9,900","110,000",9,2.2
E09000021,Kingston upon Thames,2012,NVQ2 only,"13,100","110,300",11.9,2.8
E09000022,Lambeth,2012,NVQ2 only,"17,400","228,700",7.6,2.4
E09000023,Lewisham,2012,NVQ2 only,"18,700","196,300",9.5,2.5
E09000024,Merton,2012,NVQ2 only,"13,600","136,600",10,2.4
E09000025,Newham,2012,NVQ2 only,"26,100","217,000",12,2.5
E09000026,Redbridge,2012,NVQ2 only,"22,700","184,000",12.3,2.6
E09000027,Richmond upon Thames,2012,NVQ2 only,"12,000","125,900",9.5,2.6
E09000028,Southwark,2012,NVQ2 only,"20,100","213,600",9.4,2.4
E09000029,Sutton,2012,NVQ2 only,"20,300","125,100",16.2,3.3
E09000030,Tower Hamlets,2012,NVQ2 only,"21,200","190,600",11.1,2.4
E09000031,Waltham Forest,2012,NVQ2 only,"20,400","175,900",11.6,2.7
E09000032,Wandsworth,2012,NVQ2 only,"16,000","224,500",7.1,2.2
E09000033,Westminster,2012,NVQ2 only,"10,600","164,400",6.4,1.8
E12000001,North East,2012,NVQ2 only,"313,300","1,653,600",18.9,0.7
E12000002,North West,2012,NVQ2 only,"804,100","4,484,000",17.9,0.5
E12000003,Yorkshire and The Humber,2012,NVQ2 only,"582,000","3,362,300",17.3,0.6
E12000004,East Midlands,2012,NVQ2 only,"518,700","2,875,300",18,0.8
E12000005,West Midlands,2012,NVQ2 only,"644,000","3,512,200",18.3,0.6
E12000006,East,2012,NVQ2 only,"674,100","3,666,000",18.4,0.7
E12000007,London,2012,NVQ2 only,"681,500","5,647,100",12.1,0.5
E12000008,South East,2012,NVQ2 only,"932,100","5,427,400",17.2,0.5
E12000009,South West,2012,NVQ2 only,"595,500","3,264,300",18.2,0.6
E92000001,England,2012,NVQ2 only,"5,745,300","33,892,300",17,0.2
W92000004,Wales,2012,NVQ2 only,"346,500","1,913,900",18.1,0.5
S92000003,Scotland,2012,NVQ2 only,"501,400","3,407,600",14.7,0.4
N92000002,Northern Ireland,2012,NVQ2 only,"199,300","1,152,300",17.3,1.1
K04000001,England and Wales,2012,NVQ2 only,"6,091,800","35,806,200",17,0.2
K03000001,Great Britain,2012,NVQ2 only,"6,593,200","39,213,800",16.8,0.2
K02000001,United Kingdom,2012,NVQ2 only,"6,792,500","40,366,000",16.8,0.2
E09000001,City of London,2012,NVQ1 only,!,"2,200",!,!
E09000002,Barking and Dagenham,2012,NVQ1 only,"16,300","119,600",13.6,2.8
E09000003,Barnet,2012,NVQ1 only,"24,400","237,600",10.3,2.7
E09000004,Bexley,2012,NVQ1 only,"20,900","146,700",14.2,3.2
E09000005,Brent,2012,NVQ1 only,12300,"214,200",5.8,1.8
E09000006,Bromley,2012,NVQ1 only,"22,500","198,000",11.4,2.6
E09000007,Camden,2012,NVQ1 only,"8,400","158,900",5.3,1.9
E09000008,Croydon,2012,NVQ1 only,"28,800","238,200",12.1,2.9
E09000009,Ealing,2012,NVQ1 only,17300,"230,300",7.5,2.1
E09000010,Enfield,2012,NVQ1 only,"26,500","203,900",13,2.9
E09000011,Greenwich,2012,NVQ1 only,16500,"173,900",9.5,2.4
E09000012,Hackney,2012,NVQ1 only,"16,700","180,500",9.3,2.3
E09000013,Hammersmith and Fulham,2012,NVQ1 only,"7,300","131,200",5.6,1.8
E09000014,Haringey,2012,NVQ1 only,"12,200","181,500",6.7,2.2
E09000015,Harrow,2012,NVQ1 only,"9,800","157,000",6.2,1.9
E09000016,Havering,2012,NVQ1 only,"25,000","151,400",16.5,3.4
E09000017,Hillingdon,2012,NVQ1 only,23000,"185,300",12.4,2.9
E09000018,Hounslow,2012,NVQ1 only,"16,600","176,000",9.4,2.4
E09000019,Islington,2012,NVQ1 only,"13,200","158,100",8.4,2.4
E09000020,Kensington and Chelsea,2012,NVQ1 only,"5,100","110,000",4.7,1.6
E09000021,Kingston upon Thames,2012,NVQ1 only,"8,500","110,300",7.7,2.3
E09000022,Lambeth,2012,NVQ1 only,"18,100","228,700",7.9,2.4
E09000023,Lewisham,2012,NVQ1 only,"14,300","196,300",7.3,2.2
E09000024,Merton,2012,NVQ1 only,12500,"136,600",9.2,2.3
E09000025,Newham,2012,NVQ1 only,"13,000","217,000",6,1.8
E09000026,Redbridge,2012,NVQ1 only,"13,400","184,000",7.3,2
E09000027,Richmond upon Thames,2012,NVQ1 only,"6,400","125,900",5,1.9
E09000028,Southwark,2012,NVQ1 only,"14,000","213,600",6.6,2
E09000029,Sutton,2012,NVQ1 only,12400,"125,100",9.9,2.7
